"replicate_index","scenario_label","data_n","data_set_index","global_data_set_index","data_set_attempt","start_index","true_beta_1","true_beta_2","true_beta_3","true_gamma_1","true_gamma_2","gamma_start_1","gamma_start_2","censoring_proportion","treated_above","treated_below","control_above","control_below","skipped","skip_reason","converged","error","beta_1_value","beta_1_bias","beta_1_absolute_bias","beta_1_rmse","beta_1_squared_bias","beta_1_interval_lower","beta_1_interval_upper","beta_1_covered","beta_2_value","beta_2_bias","beta_2_absolute_bias","beta_2_rmse","beta_2_squared_bias","beta_2_interval_lower","beta_2_interval_upper","beta_2_covered","beta_3_value","beta_3_bias","beta_3_absolute_bias","beta_3_rmse","beta_3_squared_bias","beta_3_interval_lower","beta_3_interval_upper","beta_3_covered","gamma_1_value","gamma_1_bias","gamma_1_absolute_bias","gamma_1_rmse","gamma_1_squared_bias","gamma_1_interval_lower","gamma_1_interval_upper","gamma_1_covered","gamma_2_value","gamma_2_bias","gamma_2_absolute_bias","gamma_2_rmse","gamma_2_squared_bias","gamma_2_interval_lower","gamma_2_interval_upper","gamma_2_covered"
1,"n600-b1_2-b2_2p5-b3_2p8",600,1,1,1,1,0.6931472,0.9162907,1.029619,1.5,1.8,1,1.3,0.0916666666666667,176,99,215,110,FALSE,NA,TRUE,NA,0.695131859068304,0.00198465906830392,0.00198465906830392,0.00198465906830392,3.93887161740097e-06,0.385753729456505,1.00508762359512,1,1.06340033731524,0.147109637315237,0.147109637315237,0.147109637315237,0.0216412453910206,0.795229118208764,1.33771791732372,1,1.2486229587406,0.219003958740604,0.219003958740604,0.219003958740604,0.047962733944056,0.855420513780277,1.63711084572039,1,1.47831344664735,-0.0216865533526547,0.0216865533526547,0.0216865533526547,0.000470306596317538,1.40460826628732,1.56326704798415,1,1.81116421843894,0.0111642184389364,0.0111642184389364,0.0111642184389364,0.000124639773352289,1.78108714888614,1.92113200537889,1
1,"n600-b1_2-b2_2p5-b3_2p8",600,2,2,1,1,0.6931472,0.9162907,1.029619,1.5,1.8,1,1.3,0.0816666666666667,193,114,206,87,FALSE,NA,TRUE,NA,0.948835236743167,0.255688036743167,0.255688036743167,0.255688036743167,0.065376372133575,0.615178441420577,1.29224815963117,1,1.26156899500755,0.345278295007553,0.345278295007553,0.345278295007553,0.119217101003323,0.953879930822577,1.58735736487287,0,0.487712017506554,-0.541906982493446,0.541906982493446,0.541906982493446,0.293663177675152,0.0849602894072998,0.885861428830421,0,1.51229971196069,0.0122997119606942,0.0122997119606942,0.0122997119606942,0.000151282914316045,1.43786915727144,1.59834999141757,1,1.72439952211079,-0.0756004778892116,0.0756004778892116,0.0756004778892116,0.00571543225707718,1.67720601245739,1.83444162544605,1
1,"n600-b1_2-b2_2p5-b3_2p8",600,3,3,1,1,0.6931472,0.9162907,1.029619,1.5,1.8,1,1.3,0.08,197,84,207,112,FALSE,NA,TRUE,NA,0.84113732733554,0.147990127335541,0.147990127335541,0.147990127335541,0.0219010777887895,0.518207654517094,1.16812779698726,1,1.10558560022633,0.189294900226334,0.189294900226334,0.189294900226334,0.0358325592516976,0.83900821307519,1.38302480384713,1,0.803843773019167,-0.225775226980833,0.225775226980833,0.225775226980833,0.0509744531182466,0.411920390227277,1.19221062872112,1,1.53436589570478,0.0343658957047768,0.0343658957047768,0.0343658957047768,0.00118101478759159,1.46113341065871,1.68985967725224,1,1.82296823127404,0.0229682312740389,0.0229682312740389,0.0229682312740389,0.000527539647857739,1.68255794986808,2.00001680922946,1
1,"n600-b1_2-b2_2p5-b3_2p8",600,4,4,1,1,0.6931472,0.9162907,1.029619,1.5,1.8,1,1.3,0.1,192,92,211,105,FALSE,NA,TRUE,NA,0.993237372670581,0.300090172670581,0.300090172670581,0.300090172670581,0.0900541117334594,0.663526558802113,1.32040001771038,1,1.08082425762499,0.164533557624994,0.164533557624994,0.164533557624994,0.0270712915847371,0.794311307679217,1.37495136724804,1,0.70774816743054,-0.32187083256946,0.32187083256946,0.32187083256946,0.103600832858957,0.31263877242028,1.10203979119657,1,1.5093976056849,0.00939760568490455,0.00939760568490455,0.00939760568490455,8.83149926089504e-05,1.42451880829977,1.70086733409754,1,1.8218834562752,0.0218834562751991,0.0218834562751991,0.0218834562751991,0.000478885658548549,1.69645980748592,2.02561170965342,1
1,"n600-b1_2-b2_2p5-b3_2p8",600,5,5,1,1,0.6931472,0.9162907,1.029619,1.5,1.8,1,1.3,0.0583333333333333,188,123,207,82,FALSE,NA,TRUE,NA,0.633632224365137,-0.0595149756348634,0.0595149756348634,0.0595149756348634,0.00354203232481839,0.33289365432339,0.945188448321498,1,0.94077227149855,0.0244815714985498,0.0244815714985498,0.0244815714985498,0.000599347343038606,0.647949699594842,1.24202133744625,1,1.30725858646061,0.277639586460614,0.277639586460614,0.277639586460614,0.0770837399700208,0.915316004456767,1.69349788783889,1,1.51851924963238,0.0185192496323787,0.0185192496323787,0.0185192496323787,0.000342962606946359,1.49133930580636,1.63455489479509,1,1.79520412397881,-0.00479587602118725,0.00479587602118725,0.00479587602118725,2.30004268105989e-05,1.73866288238436,1.88947744135269,1
1,"n600-b1_2-b2_2p5-b3_2p8",600,6,6,1,1,0.6931472,0.9162907,1.029619,1.5,1.8,1,1.3,0.0666666666666667,209,95,197,99,FALSE,NA,TRUE,NA,1.00643826903425,0.313291069034247,0.313291069034247,0.313291069034247,0.0981512939366212,0.681746702082063,1.33380376508384,1,0.858612467912768,-0.0576782320872316,0.0576782320872316,0.0576782320872316,0.00332677845670855,0.58103895140304,1.14426678579604,1,1.07776694710177,0.0481479471017738,0.0481479471017738,0.0481479471017738,0.00231822481011521,0.679955882308472,1.47898762877535,1,1.48467988380167,-0.0153201161983259,0.0153201161983259,0.0153201161983259,0.000234705960330206,1.43137430044254,1.58390046183962,1,1.73980573332007,-0.0601942666799284,0.0601942666799284,0.0601942666799284,0.00362334974113434,1.68078169126176,1.83069410752777,1
1,"n600-b1_2-b2_2p5-b3_2p8",600,7,7,1,1,0.6931472,0.9162907,1.029619,1.5,1.8,1,1.3,0.0583333333333333,211,92,185,112,FALSE,NA,TRUE,NA,0.661219636744319,-0.0319275632556811,0.0319275632556811,0.0319275632556811,0.00101936929544552,0.364597291539297,0.959613252581667,1,0.877254401108247,-0.0390362988917533,0.0390362988917533,0.0390362988917533,0.0015238326311663,0.612837360815018,1.14384390276231,1,0.821046522473058,-0.208572477526942,0.208572477526942,0.208572477526942,0.0435024783817266,0.457431466662296,1.18845406272515,1,1.46313854706056,-0.0368614529394391,0.0368614529394391,0.0368614529394391,0.00135876671280648,1.31878746678557,1.63508535408518,1,1.8691564672401,0.0691564672401019,0.0691564672401019,0.0691564672401019,0.00478261696113129,1.74520984891133,2.04038865838157,1
1,"n600-b1_2-b2_2p5-b3_2p8",600,8,8,1,1,0.6931472,0.9162907,1.029619,1.5,1.8,1,1.3,0.0766666666666667,209,92,203,96,FALSE,NA,TRUE,NA,0.806133499252601,0.112986299252601,0.112986299252601,0.112986299252601,0.0127659038187983,0.475019523576204,1.14463516279176,1,0.943640078576068,0.0273493785760682,0.0273493785760682,0.0273493785760682,0.0007479885084971,0.653195607491821,1.24199647599247,1,1.04080313360969,0.0111841336096916,0.0111841336096916,0.0111841336096916,0.000125084844599434,0.639124700112322,1.44009715455948,1,1.49341170468825,-0.00658829531174621,0.00658829531174621,0.00658829531174621,4.3405635114777e-05,1.43333130969355,1.63172563951412,1,1.80843603558293,0.00843603558292516,0.00843603558292516,0.00843603558292516,7.11666963563795e-05,1.73581989801603,2.0284648244471,1
1,"n600-b1_2-b2_2p5-b3_2p8",600,9,9,1,1,0.6931472,0.9162907,1.029619,1.5,1.8,1,1.3,0.07,188,96,208,108,FALSE,NA,TRUE,NA,0.805794795708831,0.112647595708831,0.112647595708831,0.112647595708831,0.0126894808189802,0.49272634712981,1.11758796451009,1,0.99507029460901,0.0787795946090102,0.0787795946090102,0.0787795946090102,0.00620622452675999,0.725179001604831,1.26735961608026,1,0.777162079427152,-0.252456920572848,0.252456920572848,0.252456920572848,0.0637344967451253,0.399443132641537,1.1508679473512,1,1.57840560581084,0.0784056058108429,0.0784056058108429,0.0784056058108429,0.00614743902256528,1.4816299588043,1.8210732682659,1,1.8796066033859,0.079606603385904,0.079606603385904,0.079606603385904,0.00633721130264062,1.75837557692754,2.13039678995592,1
1,"n600-b1_2-b2_2p5-b3_2p8",600,10,10,1,1,0.6931472,0.9162907,1.029619,1.5,1.8,1,1.3,0.085,195,97,198,110,FALSE,NA,TRUE,NA,0.796936814267527,0.103789614267527,0.103789614267527,0.103789614267527,0.010772284029802,0.488970772638063,1.10435355485886,1,0.955562343687239,0.0392716436872386,0.0392716436872386,0.0392716436872386,0.00154226199789742,0.679732113623287,1.23889569217804,1,0.852135914486264,-0.177483085513736,0.177483085513736,0.177483085513736,0.0315002456434762,0.473305025450026,1.22866615288805,1,1.54230325066112,0.0423032506611227,0.0423032506611227,0.0423032506611227,0.00178956501649778,1.45571940616791,1.664879594578,1,1.88094576863821,0.0809457686382067,0.0809457686382067,0.0809457686382067,0.00655221746043008,1.63187730381777,2.01946422046733,1
