"replicate_index","data_set_index","global_data_set_index","start_index","true_beta_1","true_beta_2","true_beta_3","true_gamma_1","true_gamma_2","gamma_start_1","gamma_start_2","treated_above","treated_below","control_above","control_below","skipped","skip_reason","converged","error","beta_1_value","beta_1_bias","beta_1_absolute_bias","beta_1_rmse","beta_1_squared_bias","beta_2_value","beta_2_bias","beta_2_absolute_bias","beta_2_rmse","beta_2_squared_bias","beta_3_value","beta_3_bias","beta_3_absolute_bias","beta_3_rmse","beta_3_squared_bias","gamma_1_value","gamma_1_bias","gamma_1_absolute_bias","gamma_1_rmse","gamma_1_squared_bias","gamma_2_value","gamma_2_bias","gamma_2_absolute_bias","gamma_2_rmse","gamma_2_squared_bias"
19,1,181,1,0.405465108108164,0.182321556793955,0.693147180559945,1.5,1.8,1,1.3,186,91,209,114,FALSE,NA,TRUE,NA,0.510719011675418,0.105253903567254,0.105253903567254,0.105253903567254,0.0110783842161447,0.166699968065279,-0.0156215887286757,0.0156215887286757,0.0156215887286757,0.000244034034407887,0.775459009852107,0.0823118292921616,0.0823118292921616,0.0823118292921616,0.00677523724142196,1.59065470037103,0.0906547003710285,0.0906547003710285,0.0906547003710285,0.00821827469936096,1.89709441613214,0.0970944161321419,0.0970944161321419,0.0970944161321419,0.00942732564404153
19,2,182,1,0.405465108108164,0.182321556793955,0.693147180559945,1.5,1.8,1,1.3,189,102,195,114,FALSE,NA,TRUE,NA,0.260400390290823,-0.145064717817342,0.145064717817342,0.145064717817342,0.0210437723554249,0.243777224096489,0.0614556673025349,0.0614556673025349,0.0614556673025349,0.00377679904359986,0.658040902326827,-0.0351062782331178,0.0351062782331178,0.0351062782331178,0.00123245077138108,1.69364761861831,0.193647618618308,0.193647618618308,0.193647618618308,0.0374994001965416,1.76962736186001,-0.0303726381399936,0.0303726381399936,0.0303726381399936,0.000922497147582993
19,3,183,1,0.405465108108164,0.182321556793955,0.693147180559945,1.5,1.8,1,1.3,221,95,177,107,FALSE,NA,TRUE,NA,0.329840559442626,-0.075624548665538,0.075624548665538,0.075624548665538,0.00571907236086632,0.0514797847610105,-0.130841772032944,0.130841772032944,0.130841772032944,0.0171195693087209,0.780444112553067,0.0872969319931218,0.0872969319931218,0.0872969319931218,0.00762075433541174,1.19650781157729,-0.303492188422707,0.303492188422707,0.303492188422707,0.0921075084336041,1.60590395463014,-0.194096045369861,0.194096045369861,0.194096045369861,0.0376732748282193
19,4,184,1,0.405465108108164,0.182321556793955,0.693147180559945,1.5,1.8,1,1.3,191,87,204,118,FALSE,NA,TRUE,NA,0.337661045409693,-0.0678040626984715,0.0678040626984715,0.0678040626984715,0.00459739091841825,-0.00716318427919466,-0.189484741073149,0.189484741073149,0.189484741073149,0.0359044670995584,0.796698343188422,0.103551162628477,0.103551162628477,0.103551162628477,0.0107228432817092,1.52311864773699,0.0231186477369887,0.0231186477369887,0.0231186477369887,0.000534471873186972,1.69885135178531,-0.101148648214685,0.101148648214685,0.101148648214685,0.0102310490356581
19,5,185,1,0.405465108108164,0.182321556793955,0.693147180559945,1.5,1.8,1,1.3,202,101,198,99,FALSE,NA,TRUE,NA,0.579741633101935,0.174276524993771,0.174276524993771,0.174276524993771,0.0303723071639044,0.127153806297385,-0.0551677504965694,0.0551677504965694,0.0551677504965694,0.00304348069485173,0.585060913776064,-0.108086266783882,0.108086266783882,0.108086266783882,0.0116826410672765,1.52197481943417,0.0219748194341689,0.0219748194341689,0.0219748194341689,0.000482892689164327,1.95382337883184,0.153823378831839,0.153823378831839,0.153823378831839,0.0236616318752433
19,6,186,1,0.405465108108164,0.182321556793955,0.693147180559945,1.5,1.8,1,1.3,191,98,195,116,FALSE,NA,FALSE,"X matrix deemed to be singular; variable 2 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,6,186,2,0.405465108108164,0.182321556793955,0.693147180559945,1.5,1.8,1,1.3,191,98,195,116,FALSE,NA,FALSE,"X matrix deemed to be singular; variable 2 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,6,186,3,0.405465108108164,0.182321556793955,0.693147180559945,1.5,1.8,1,1.3,191,98,195,116,FALSE,NA,FALSE,"X matrix deemed to be singular; variable 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,6,186,4,0.405465108108164,0.182321556793955,0.693147180559945,1.5,1.8,1,1.3,191,98,195,116,FALSE,NA,FALSE,"X matrix deemed to be singular; variable 2 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,6,186,5,0.405465108108164,0.182321556793955,0.693147180559945,1.5,1.8,1,1.3,191,98,195,116,FALSE,NA,FALSE,"X matrix deemed to be singular; variable 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,6,186,6,0.405465108108164,0.182321556793955,0.693147180559945,1.5,1.8,1,1.3,191,98,195,116,FALSE,NA,FALSE,"X matrix deemed to be singular; variable 2 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,6,186,7,0.405465108108164,0.182321556793955,0.693147180559945,1.5,1.8,1,1.3,191,98,195,116,FALSE,NA,FALSE,"X matrix deemed to be singular; variable 2 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,6,186,8,0.405465108108164,0.182321556793955,0.693147180559945,1.5,1.8,1,1.3,191,98,195,116,FALSE,NA,FALSE,"X matrix deemed to be singular; variable 2 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
