"parameter","label","initial_value","reference_value","estimate","posterior_sd","empirical_bias","interval_95_lower","interval_95_upper","interval_95_width","interval_covers_reference","split_rhat","effective_sample_size"
"beta_treatment","Treatment",-0.467320209851101,,-0.859144819137159,0.98622607222749,,-4.21072217743946,-0.00367237589663167,4.20704980154283,,1.00763390000812,1390.0644703245
"beta_subgroup","Biomarker-defined subgroup",-0.272490139691354,,-0.115205839954171,1.0064949898204,,-4.32241381929111,0.572888143485122,4.89530196277623,,1.01045587853011,902.992948749153
"beta_treatment_x_subgroup","Treatment x subgroup",0.307235590180865,,0.758139772700759,0.978135192742704,,-0.171667003795506,4.02240090129979,4.1940679050953,,1.00710105910149,1464.40469545073
"gamma_bio3","CA19-9 (bio3)",0.5,,0.641393335450748,0.57917973946876,,-0.721093520066436,1.34037303453132,2.06146655459776,,1.01422538965417,404.033423131966
"gamma_bio37","Axl (bio37)",0.5,,-0.921163413997918,0.614637150662104,,-2.0804408916912,0.34740257209906,2.42784346379026,,1.0112823286422,595.234046727606
