"replicate_index","scenario_label","data_n","data_set_index","global_data_set_index","data_set_attempt","start_index","true_beta_1","true_beta_2","true_beta_3","true_gamma_1","true_gamma_2","gamma_start_1","gamma_start_2","censoring_proportion","treated_above","treated_below","control_above","control_below","skipped","skip_reason","converged","error","beta_1_value","beta_1_bias","beta_1_absolute_bias","beta_1_rmse","beta_1_squared_bias","beta_1_interval_lower","beta_1_interval_upper","beta_1_covered","beta_2_value","beta_2_bias","beta_2_absolute_bias","beta_2_rmse","beta_2_squared_bias","beta_2_interval_lower","beta_2_interval_upper","beta_2_covered","beta_3_value","beta_3_bias","beta_3_absolute_bias","beta_3_rmse","beta_3_squared_bias","beta_3_interval_lower","beta_3_interval_upper","beta_3_covered","gamma_1_value","gamma_1_bias","gamma_1_absolute_bias","gamma_1_rmse","gamma_1_squared_bias","gamma_1_interval_lower","gamma_1_interval_upper","gamma_1_covered","gamma_2_value","gamma_2_bias","gamma_2_absolute_bias","gamma_2_rmse","gamma_2_squared_bias","gamma_2_interval_lower","gamma_2_interval_upper","gamma_2_covered"
29,"n600-b1_1-b2_2p5-b3_2p8",600,1,281,1,1,0,0.9162907,1.029619,1.5,1.8,1,1.3,0.0933333333333334,221,100,190,89,FALSE,NA,TRUE,NA,-0.207344280453781,-0.207344280453781,0.207344280453781,0.207344280453781,0.0429916506368964,-0.535386778915371,0.120799143263707,1,0.750977456991731,-0.165313243008269,0.165313243008269,0.165313243008269,0.027328468313911,0.474635943457727,1.03711279915666,1,1.12050078886806,0.0908817888680553,0.0908817888680553,0.0908817888680553,0.00825949954785778,0.729142265878377,1.51121101894447,1,1.42600666836629,-0.0739933316337142,0.0739933316337142,0.0739933316337142,0.00547501312625682,1.05279951822657,1.5418406366585,1,1.75551767591821,-0.0444823240817895,0.0444823240817895,0.0444823240817895,0.00197867715571735,1.46476953057892,1.84642745655261,1
29,"n600-b1_1-b2_2p5-b3_2p8",600,2,282,1,1,0,0.9162907,1.029619,1.5,1.8,1,1.3,0.0883333333333334,196,103,197,104,FALSE,NA,TRUE,NA,-0.0847621228302229,-0.0847621228302229,0.0847621228302229,0.0847621228302229,0.00718461746668579,-0.393250833047429,0.226005581562455,1,0.837655730178859,-0.0786349698211409,0.0786349698211409,0.0786349698211409,0.00618345847877175,0.571797190275194,1.10849660029447,1,1.1817131105141,0.152094110514096,0.152094110514096,0.152094110514096,0.0231326184530739,0.797557646989625,1.56333451516623,1,1.47854581286983,-0.0214541871301743,0.0214541871301743,0.0214541871301743,0.000460282145416538,1.27119437762252,2.01219799851418,1,1.7631276668728,-0.0368723331271978,0.0368723331271978,0.0368723331271978,0.00135956895024305,1.55401199958769,2.18475468845088,1
29,"n600-b1_1-b2_2p5-b3_2p8",600,3,283,1,1,0,0.9162907,1.029619,1.5,1.8,1,1.3,0.095,202,94,195,109,FALSE,NA,TRUE,NA,0.0821078261864751,0.0821078261864751,0.0821078261864751,0.0821078261864751,0.00674169512106841,-0.235831441220853,0.39524450863291,1,1.07653150808901,0.160240808089012,0.160240808089012,0.160240808089012,0.0256771165770196,0.806008450720308,1.35440093991968,1,0.95518367994723,-0.0744353200527701,0.0744353200527701,0.0744353200527701,0.00554061687135832,0.57470441571603,1.3395982055197,1,1.55319246920826,0.0531924692082586,0.0531924692082586,0.0531924692082586,0.00282943878047154,1.41063385374127,1.68997191154127,1,1.78105425094199,-0.0189457490580143,0.0189457490580143,0.0189457490580143,0.000358941407369249,1.71890020742404,1.86748760650953,1
29,"n600-b1_1-b2_2p5-b3_2p8",600,4,284,1,1,0,0.9162907,1.029619,1.5,1.8,1,1.3,0.0983333333333334,176,116,211,97,FALSE,NA,TRUE,NA,-0.0922394038919012,-0.0922394038919012,0.0922394038919012,0.0922394038919012,0.00850810763033328,-0.391321109508814,0.211915316725142,1,0.639265526714347,-0.277025173285653,0.277025173285653,0.277025173285653,0.0767429466339461,0.373228403037826,0.916068211064717,0,1.01466006931135,-0.0149589306886511,0.0149589306886511,0.0149589306886511,0.000223769607347867,0.641913952475749,1.38674981521178,1,1.53889653894692,0.0388965389469156,0.0388965389469156,0.0388965389469156,0.00151294074204892,1.41097859627863,1.83806258693158,1,1.74556414375557,-0.0544358562444263,0.0544358562444263,0.0544358562444263,0.00296326244506384,1.60847513610726,1.91683732152863,1
29,"n600-b1_1-b2_2p5-b3_2p8",600,5,285,1,1,0,0.9162907,1.029619,1.5,1.8,1,1.3,0.0966666666666667,227,95,187,91,FALSE,NA,TRUE,NA,-0.0524026169424566,-0.0524026169424566,0.0524026169424566,0.0524026169424566,0.00274603426241784,-0.387487600470047,0.290166810737028,1,0.915787665996498,-0.000503034003501934,0.000503034003501934,0.000503034003501934,2.53043208679184e-07,0.627318000500483,1.20879513403216,1,1.09299203826871,0.0633730382687097,0.0633730382687097,0.0633730382687097,0.00401614197940734,0.693745884532726,1.48781891046754,1,1.49996237743501,-3.76225649942885e-05,3.76225649942885e-05,3.76225649942885e-05,1.41545739674946e-09,1.41518086897894,1.65446219906132,1,1.78583709576487,-0.0141629042351314,0.0141629042351314,0.0141629042351314,0.000200587856373504,1.73034767848386,1.89875127427855,1
29,"n600-b1_1-b2_2p5-b3_2p8",600,6,286,1,1,0,0.9162907,1.029619,1.5,1.8,1,1.3,0.095,202,105,208,85,FALSE,NA,TRUE,NA,-0.127121357463273,-0.127121357463273,0.127121357463273,0.127121357463273,0.0161598395233052,-0.457498893074418,0.202433835419219,1,0.797325065863623,-0.118965634136377,0.118965634136377,0.118965634136377,0.0141528221054703,0.522080797592662,1.08258325096262,1,1.21018620753505,0.180567207535051,0.180567207535051,0.180567207535051,0.0326045164370063,0.820855017802392,1.60006840879565,1,1.4585086830365,-0.0414913169635023,0.0414913169635023,0.0414913169635023,0.00172152938336581,1.364631485402,1.54218952429006,1,1.78470992536977,-0.0152900746302265,0.0152900746302265,0.0152900746302265,0.000233786382197895,1.70853092180439,1.92315055690734,1
29,"n600-b1_1-b2_2p5-b3_2p8",600,7,287,1,1,0,0.9162907,1.029619,1.5,1.8,1,1.3,0.0933333333333334,202,93,188,117,FALSE,NA,TRUE,NA,-0.30328112630422,-0.30328112630422,0.30328112630422,0.30328112630422,0.091979441572356,-0.613703702885422,0.00468876902691931,1,0.868278299503667,-0.0480124004963326,0.0480124004963326,0.0480124004963326,0.00230519060142024,0.608496149650669,1.13159704345118,1,1.45999120805291,0.430372208052908,0.430372208052908,0.430372208052908,0.185220237464336,1.07780475687471,1.84872231533692,0,1.57120951131114,0.0712095113111397,0.0712095113111397,0.0712095113111397,0.00507079450117134,1.50043535807794,1.67321123026176,0,1.83123294543603,0.0312329454360267,0.0312329454360267,0.0312329454360267,0.000975496880609823,1.80119119221486,1.87628466156109,0
29,"n600-b1_1-b2_2p5-b3_2p8",600,8,288,1,1,0,0.9162907,1.029619,1.5,1.8,1,1.3,0.0866666666666667,204,104,192,100,FALSE,NA,TRUE,NA,-0.0316256215997617,-0.0316256215997617,0.0316256215997617,0.0316256215997617,0.00100017994157131,-0.341735209040364,0.275420496557474,1,0.774858889523467,-0.141431810476533,0.141431810476533,0.141431810476533,0.0200029570146699,0.497570439257149,1.05058426998919,1,0.972755718025633,-0.0568632819743675,0.0568632819743675,0.0568632819743675,0.00323343283689643,0.596544881818933,1.3511759508657,1,1.55472169558357,0.0547216955835685,0.0547216955835685,0.0547216955835685,0.00299446396754074,1.47982195997514,1.70565363392548,1,1.86767098250001,0.0676709825000068,0.0676709825000068,0.0676709825000068,0.00457936187251623,1.71904588106413,1.98862011341708,1
29,"n600-b1_1-b2_2p5-b3_2p8",600,9,289,1,1,0,0.9162907,1.029619,1.5,1.8,1,1.3,0.103333333333333,207,94,198,101,FALSE,NA,TRUE,NA,0.0795859924804323,0.0795859924804323,0.0795859924804323,0.0795859924804323,0.00633393019909542,-0.240635527446093,0.396951339213525,1,0.808915958270336,-0.107374741729664,0.107374741729664,0.107374741729664,0.011529335161512,0.536890187109278,1.0885606730439,1,0.806435485359094,-0.223183514640906,0.223183514640906,0.223183514640906,0.0498108812074674,0.42305779994011,1.18853760005969,1,1.50723227539612,0.00723227539611893,0.00723227539611893,0.00723227539611893,5.23058074053072e-05,1.41875262108926,1.66862511382094,1,1.87727776105478,0.0772777610547799,0.0772777610547799,0.0772777610547799,0.00597185235363966,1.74577923941692,2.24703509300959,1
29,"n600-b1_1-b2_2p5-b3_2p8",600,10,290,1,1,0,0.9162907,1.029619,1.5,1.8,1,1.3,0.0916666666666667,185,114,218,83,FALSE,NA,TRUE,NA,-0.178284173868053,-0.178284173868053,0.178284173868053,0.178284173868053,0.0317852466518143,-0.496098481157035,0.13948371892823,1,0.799268605338384,-0.117022094661616,0.117022094661616,0.117022094661616,0.0136941706389923,0.521969167633783,1.08745054104927,1,1.30274841718111,0.273129417181113,0.273129417181113,0.273129417181113,0.0745996785296947,0.914369423329196,1.6852055156006,1,1.43702832676263,-0.0629716732373662,0.0629716732373662,0.0629716732373662,0.00396543163031362,1.36122096461338,1.53144053259883,1,1.75378918298948,-0.0462108170105222,0.0462108170105222,0.0462108170105222,0.00213543960877997,1.60764514443986,1.8994315124342,1
