"biomarker","label","gamma_estimate","score_definition"
"bio3","CA19-9 (bio3)",0.641393335450748,"1 + biomarkers %*% gamma; above if score >= 0"
"bio37","Axl (bio37)",-0.921163413997918,"1 + biomarkers %*% gamma; above if score >= 0"
