"model","biomarker","label","gamma_estimate","score_definition"
"HER2_CA19-9_Axl","bio30","HER-2 (bio30)",-0.175935304656024,"1 + biomarkers %*% gamma; above if score >= 0"
"HER2_CA19-9_Axl","bio3","CA19-9 (bio3)",0.388696031500421,"1 + biomarkers %*% gamma; above if score >= 0"
"HER2_CA19-9_Axl","bio37","Axl (bio37)",-0.647592912540971,"1 + biomarkers %*% gamma; above if score >= 0"
"HER2_CA19-9","bio30","HER-2 (bio30)",0.479594183650239,"1 + biomarkers %*% gamma; above if score >= 0"
"HER2_CA19-9","bio3","CA19-9 (bio3)",0.0105041365722355,"1 + biomarkers %*% gamma; above if score >= 0"
"HER2_Axl","bio30","HER-2 (bio30)",0.076447324907022,"1 + biomarkers %*% gamma; above if score >= 0"
"HER2_Axl","bio37","Axl (bio37)",-0.148727336727173,"1 + biomarkers %*% gamma; above if score >= 0"
"CA19-9_Axl","bio3","CA19-9 (bio3)",0.641393335450748,"1 + biomarkers %*% gamma; above if score >= 0"
"CA19-9_Axl","bio37","Axl (bio37)",-0.921163413997918,"1 + biomarkers %*% gamma; above if score >= 0"
