"replicate_index","scenario_label","data_n","data_set_index","global_data_set_index","data_set_attempt","start_index","true_beta_1","true_beta_2","true_beta_3","true_gamma_1","true_gamma_2","gamma_start_1","gamma_start_2","censoring_proportion","treated_above","treated_below","control_above","control_below","skipped","skip_reason","converged","error","beta_1_value","beta_1_bias","beta_1_absolute_bias","beta_1_rmse","beta_1_squared_bias","beta_1_interval_lower","beta_1_interval_upper","beta_1_covered","beta_2_value","beta_2_bias","beta_2_absolute_bias","beta_2_rmse","beta_2_squared_bias","beta_2_interval_lower","beta_2_interval_upper","beta_2_covered","beta_3_value","beta_3_bias","beta_3_absolute_bias","beta_3_rmse","beta_3_squared_bias","beta_3_interval_lower","beta_3_interval_upper","beta_3_covered","gamma_1_value","gamma_1_bias","gamma_1_absolute_bias","gamma_1_rmse","gamma_1_squared_bias","gamma_1_interval_lower","gamma_1_interval_upper","gamma_1_covered","gamma_2_value","gamma_2_bias","gamma_2_absolute_bias","gamma_2_rmse","gamma_2_squared_bias","gamma_2_interval_lower","gamma_2_interval_upper","gamma_2_covered"
1,"n1000-b1_1-b2_2p5-b3_2p8",1000,1,1,1,1,0,0.9162907,1.029619,1.5,1.8,1,1.3,0.101,311,160,347,182,FALSE,NA,TRUE,NA,0.0608528165496484,0.0608528165496484,0.0608528165496484,0.0608528165496484,0.00370306528202516,-0.178917880552223,0.301177650693631,1,0.865695799077483,-0.0505949009225169,0.0505949009225169,0.0505949009225169,0.00255984399935931,0.660725868671325,1.07709757809592,1,1.07053131908279,0.0409123190827909,0.0409123190827909,0.0409123190827909,0.0016738178527321,0.773404840945445,1.36010396571432,1,1.48694223571561,-0.0130577642843916,0.0130577642843916,0.0130577642843916,0.000170505208106734,1.43448244345451,1.54304265144474,1,1.79944923647344,-0.000550763526558029,0.000550763526558029,0.000550763526558029,3.03340462186637e-07,1.76172296609526,1.86662300170178,1
1,"n1000-b1_1-b2_2p5-b3_2p8",1000,2,2,1,1,0,0.9162907,1.029619,1.5,1.8,1,1.3,0.113,288,184,358,170,FALSE,NA,TRUE,NA,-0.0376290298401192,-0.0376290298401192,0.0376290298401192,0.0376290298401192,0.00141594388670858,-0.27790328091677,0.201627792263331,1,0.864090391425248,-0.0522003085747521,0.0522003085747521,0.0522003085747521,0.00272487221529934,0.655421824185938,1.07936266329335,1,1.12241171487673,0.0927927148767256,0.0927927148767256,0.0927927148767256,0.00861048793419329,0.822760878386051,1.41609590136458,1,1.52414524899272,0.0241452489927212,0.0241452489927212,0.0241452489927212,0.000582993048920504,1.47742478176426,1.63182628186638,1,1.7936647543168,-0.00633524568320354,0.00633524568320354,0.00633524568320354,4.01353378665491e-05,1.75357634653051,1.87012908474329,1
1,"n1000-b1_1-b2_2p5-b3_2p8",1000,3,3,1,1,0,0.9162907,1.029619,1.5,1.8,1,1.3,0.096,333,164,356,147,FALSE,NA,TRUE,NA,-0.0523512365593178,-0.0523512365593178,0.0523512365593178,0.0523512365593178,0.00274065196928965,-0.310361520213661,0.204273268405335,1,1.07627572784733,0.159985027847334,0.159985027847334,0.159985027847334,0.0255952091353121,0.854405165283475,1.30683388842389,1,1.11534146094498,0.0857224609449767,0.0857224609449767,0.0857224609449767,0.00734834031046306,0.809964503693698,1.41587593131844,1,1.50824503099675,0.00824503099675122,0.00824503099675122,0.00824503099675122,6.79805361373885e-05,1.44492153999171,1.57171777501265,1,1.75362498095884,-0.0463750190411565,0.0463750190411565,0.0463750190411565,0.00215064239106763,1.69113368497598,1.85303304591438,1
1,"n1000-b1_1-b2_2p5-b3_2p8",1000,4,4,1,1,0,0.9162907,1.029619,1.5,1.8,1,1.3,0.099,321,160,350,169,FALSE,NA,TRUE,NA,0.171250873333521,0.171250873333521,0.171250873333521,0.171250873333521,0.0293268616174938,-0.0772136395600777,0.416724441235291,1,0.975073823667347,0.0587831236673473,0.0587831236673473,0.0587831236673473,0.00345545562809064,0.759336860728082,1.1890840215403,1,0.891850808375686,-0.137768191624314,0.137768191624314,0.137768191624314,0.0189800746234336,0.596660383026944,1.1923177301584,1,1.51788934284052,0.0178893428405247,0.0178893428405247,0.0178893428405247,0.000320028587265832,1.50117285663113,1.54716541863541,0,1.80311805771407,0.00311805771407037,0.00311805771407037,0.00311805771407037,9.72228390827372e-06,1.7890172004257,1.8196734817264,1
1,"n1000-b1_1-b2_2p5-b3_2p8",1000,5,5,1,1,0,0.9162907,1.029619,1.5,1.8,1,1.3,0.093,352,156,322,170,FALSE,NA,TRUE,NA,0.104649205375126,0.104649205375126,0.104649205375126,0.104649205375126,0.0109514561856452,-0.143916902787832,0.355717122519422,1,0.872364314636901,-0.0439263853630987,0.0439263853630987,0.0439263853630987,0.00192952733106745,0.663571093775501,1.08651204997218,1,1.08184473518061,0.0522257351806068,0.0522257351806068,0.0522257351806068,0.00272752741515487,0.78057214286214,1.38431719614564,1,1.45184150207999,-0.0481584979200067,0.0481584979200067,0.0481584979200067,0.00231924092191129,1.3616867908072,1.58503959293214,1,1.77000918089415,-0.029990819105852,0.029990819105852,0.029990819105852,0.000899449230639937,1.68721802199681,1.83927937709272,1
1,"n1000-b1_1-b2_2p5-b3_2p8",1000,6,6,1,1,0,0.9162907,1.029619,1.5,1.8,1,1.3,0.086,321,180,338,161,FALSE,NA,TRUE,NA,0.0502129569292177,0.0502129569292177,0.0502129569292177,0.0502129569292177,0.00252134104357547,-0.189754566044376,0.290111340992153,1,0.987039038208835,0.0707483382088354,0.0707483382088354,0.0707483382088354,0.00500532735931176,0.777188443008252,1.20226989802375,1,0.87382684990015,-0.15579215009985,0.15579215009985,0.15579215009985,0.0242711940327342,0.585106257065219,1.16005386561165,1,1.51630834914286,0.0163083491428648,0.0163083491428648,0.0163083491428648,0.00026596225176558,1.47990280446714,1.59617182339369,1,1.83714371199961,0.0371437119996094,0.0371437119996094,0.0371437119996094,0.00137965534110993,1.7100398474023,1.92501103643616,1
1,"n1000-b1_1-b2_2p5-b3_2p8",1000,7,7,1,1,0,0.9162907,1.029619,1.5,1.8,1,1.3,0.084,348,150,333,169,FALSE,NA,TRUE,NA,-0.00582530576509663,-0.00582530576509663,0.00582530576509663,0.00582530576509663,3.39341872568681e-05,-0.24734397903417,0.238078178919451,1,0.775043360782574,-0.141247339217426,0.141247339217426,0.141247339217426,0.0199508108360027,0.568478156755055,0.983626482253629,1,1.00500015095512,-0.0246188490448775,0.0246188490448775,0.0246188490448775,0.000606087728294468,0.711677030011729,1.30331683077122,1,1.46612701622899,-0.0338729837710101,0.0338729837710101,0.0338729837710101,0.00114737902955111,1.37535439431569,1.52958129208984,1,1.78637850737623,-0.0136214926237666,0.0136214926237666,0.0136214926237666,0.000185545061299327,1.73487027558082,1.8284542325305,1
1,"n1000-b1_1-b2_2p5-b3_2p8",1000,8,8,1,1,0,0.9162907,1.029619,1.5,1.8,1,1.3,0.098,343,164,315,178,FALSE,NA,TRUE,NA,0.134380940260635,0.134380940260635,0.134380940260635,0.134380940260635,0.0180582371053323,-0.110438341623679,0.372953918958438,1,1.02357968589634,0.107288985896341,0.107288985896341,0.107288985896341,0.0115109264946652,0.809001296425039,1.24043663424932,1,0.739564012168811,-0.290054987831189,0.290054987831189,0.290054987831189,0.0841318959657512,0.448054466999244,1.02984685464808,1,1.48853449396521,-0.0114655060347923,0.0114655060347923,0.0114655060347923,0.00013145782863386,1.43828695559227,1.5674070969577,1,1.79640132731656,-0.00359867268344094,0.00359867268344094,0.00359867268344094,1.2950445082544e-05,1.75597612000768,1.85135371977279,1
1,"n1000-b1_1-b2_2p5-b3_2p8",1000,9,9,1,1,0,0.9162907,1.029619,1.5,1.8,1,1.3,0.107,346,162,326,166,FALSE,NA,TRUE,NA,-0.158165908984832,-0.158165908984832,0.158165908984832,0.158165908984832,0.0250164547649981,-0.420678133474786,0.0954393275130708,1,0.875709711813354,-0.040580988186646,0.040580988186646,0.040580988186646,0.0016468166022047,0.660469063919333,1.09510954950226,1,1.19664910637818,0.167030106378182,0.167030106378182,0.167030106378182,0.0278990564367067,0.890520816027623,1.50779579380868,1,1.49109715717461,-0.008902842825385,0.008902842825385,0.008902842825385,7.92606103735092e-05,1.42793767069805,1.5579229046422,1,1.81038371982082,0.0103837198208152,0.0103837198208152,0.0103837198208152,0.000107821637317191,1.76299983989004,1.87209068643025,1
1,"n1000-b1_1-b2_2p5-b3_2p8",1000,10,10,1,1,0,0.9162907,1.029619,1.5,1.8,1,1.3,0.099,379,150,313,158,FALSE,NA,TRUE,NA,0.0414731121841908,0.0414731121841908,0.0414731121841908,0.0414731121841908,0.00172001903424247,-0.213854288921874,0.302276200619115,1,0.99523524599462,0.0789445459946195,0.0789445459946195,0.0789445459946195,0.0062322413422966,0.779811339681812,1.22179296661915,1,1.00365262687186,-0.0259663731281359,0.0259663731281359,0.0259663731281359,0.000674252533429577,0.695693099981494,1.31016642716737,1,1.51799078197333,0.0179907819733256,0.0179907819733256,0.0179907819733256,0.000323668236011737,1.48629312848673,1.57789784980219,1,1.84360262110651,0.043602621106507,0.043602621106507,0.043602621106507,0.00190118856735761,1.79669996749914,1.95983796461799,1
