"parameter","label","initial_value","reference_value","estimate","posterior_sd","empirical_bias","interval_95_lower","interval_95_upper","interval_95_width","interval_covers_reference","split_rhat","effective_sample_size"
"beta_treatment","Treatment",-0.136747294708072,,-0.328325917686645,1.01297834313178,,-2.86943364380332,1.10656519088686,3.97599883469019,,1.00197181531639,789.370137873144
"beta_subgroup","Biomarker-defined subgroup",-0.371870689206165,,0.108872315122469,0.7023364834436,,-2.10983858849415,0.963334403352544,3.07317299184669,,1.00273497952663,1485.71996815104
"beta_treatment_x_subgroup","Treatment x subgroup",-0.0624777863357554,,0.120114490747259,1.06956510236982,,-1.41828733758541,2.69096636814632,4.10925370573173,,1.00223709596577,703.787464558841
"gamma_bio30","HER-2 (bio30)",-0.6,,0.076447324907022,0.755599848593373,,-1.17623789047423,1.28796407226076,2.46420196273499,,1.00474727375633,374.587300646761
"gamma_bio37","Axl (bio37)",0.5,,-0.148727336727173,0.681635593971814,,-1.3230327154084,1.22648958123039,2.54952229663879,,1.00560118512126,469.569616301367
